Strike,Type,Last,IV,Delta,Gamma,Theta,Vega,"IV Skew",Time
81.00,Call,2.9,39.48%,0.32493897433795,0.023576919008759,-0.034569053059679,0.13700827799617,+0.83%,10/03/24
81.50,Call,2.78,39.52%,0.31473746988157,0.023249336696305,-0.034426575196902,0.13522161841993,+0.86%,10/03/24
82.00,Call,2.67,39.59%,0.30501329979331,0.022894367141049,-0.034300965568204,0.13341311984301,+0.94%,10/03/24
82.50,Call,2.57,39.71%,0.29580371330647,0.022515387971014,-0.034196610253833,0.13160415332352,+1.06%,10/03/24
83.00,Call,2.47,39.80%,0.28664224099537,0.022140884131199,-0.034052647162139,0.1297105161307,+1.15%,10/03/24
83.50,Call,2.37,39.86%,0.2775164138373,0.021769530053676,-0.033869390116305,0.12772955532596,+1.21%,10/03/24
84.00,Call,2.28,39.97%,0.26894572227897,0.02137863549887,-0.033715272167053,0.12578173233533,+1.32%,10/03/24
84.50,Call,2.19,40.06%,0.26041573499217,0.020991847981642,-0.033525027092295,0.12375780945339,+1.40%,10/03/24
85.00,Call,2.11,40.19%,0.25248035111004,0.020589889648436,-0.033370836199167,0.1217972957129,+1.53%,10/03/24
85.50,Call,2.03,40.30%,0.24459411313148,0.020193108579942,-0.033184235575899,0.11977352906662,+1.64%,10/03/24
86.00,Call,1.95,40.38%,0.23674420631218,0.019800428612768,-0.032965004684398,0.11768318135646,+1.72%,10/03/24
86.50,Call,1.88,40.52%,0.22953154971575,0.019397900826582,-0.032791004237944,0.11569461521613,+1.87%,10/03/24
87.00,Call,1.81,40.64%,0.22236561341288,0.01900078206834,-0.032588333616114,0.11365338581024,+1.98%,10/03/24
87.50,Call,1.75,40.82%,0.21587205788202,0.018598778791942,-0.032438400740837,0.11174627877186,+2.16%,10/03/24
88.00,Call,1.69,40.98%,0.20943329947553,0.018203673622925,-0.032263681881329,0.1098004253651,+2.32%,10/03/24
88.50,Call,1.64,41.21%,0.20369972515582,0.017808595873093,-0.032149596528947,0.10802093533817,+2.55%,10/03/24
89.00,Call,1.59,41.42%,0.1980304519099,0.017421913750543,-0.032015041513754,0.1062173593555,+2.77%,10/03/24
89.50,Call,1.54,41.61%,0.19241654346107,0.017042802042912,-0.031859853089388,0.10438750864112,+2.96%,10/03/24
90.00,Call,1.53,42.18%,0.18958051523218,0.016664513712592,-0.032046881489093,0.10344626035384,+3.52%,"01:13 CT"
90.50,Call,1.44,41.94%,0.18133292585582,0.016304031646025,-0.031488331701297,0.10064355054494,+3.28%,10/03/24
91.00,Call,1.4,42.17%,0.17655998987251,0.015944899498253,-0.031367292711829,0.098976334569649,+3.52%,10/03/24
91.50,Call,1.35,42.29%,0.17112301777772,0.015589819798978,-0.031132971935108,0.097035856143519,+3.63%,10/03/24
92.00,Call,1.3,42.38%,0.16571269316929,0.015238458868975,-0.030878220103349,0.095060376427321,+3.73%,10/03/24
92.50,Call,1.26,42.56%,0.16106551292299,0.014897156230679,-0.03070481185827,0.093327393314103,+3.91%,10/03/24
93.00,Call,1.22,42.73%,0.15645657706574,0.014561480190724,-0.030515334338363,0.091575031070047,+4.07%,10/03/24
93.50,Call,1.19,42.99%,0.15263734967962,0.014240726590775,-0.03041548874066,0.090097082210341,+4.33%,10/03/24
94.00,Call,1.15,43.12%,0.14810238841095,0.013916063249511,-0.030196178491458,0.088311181586547,+4.46%,10/03/24
94.50,Call,1.12,43.34%,0.14436745630881,0.013608094319597,-0.030070988281184,0.086814627628113,+4.69%,10/03/24
95.00,Call,1.16,44.37%,0.14602665032682,0.013396041899348,-0.030708649367404,0.087482347273775,+5.71%,"21:59 CT"
95.50,Call,1.05,43.64%,0.13622307114775,0.012994868173758,-0.029670957617637,0.083468648791913,+4.98%,10/03/24
96.00,Call,1.03,43.95%,0.13338323613061,0.012719637677612,-0.02962479345705,0.08227468518397,+5.29%,10/03/24
96.50,Call,1,44.12%,0.1297867665192,0.012433752978413,-0.029452855185367,0.080741873338868,+5.46%,10/03/24
97.00,Call,0.97,44.28%,0.12621864684059,0.01215227253565,-0.029269430479752,0.079197843217688,+5.62%,10/03/24
97.50,Call,0.94,44.42%,0.12267467476133,0.011874733476882,-0.029074286409425,0.07764084065264,+5.77%,10/03/24
98.00,Call,0.92,44.68%,0.11997409672071,0.011622720670165,-0.028992261710307,0.076438413445318,+6.03%,10/03/24
98.50,Call,0.9,44.93%,0.11730576204469,0.011376300241831,-0.028902803952821,0.075236550180426,+6.28%,10/03/24
99.00,Call,0.87,45.04%,0.11383850173917,0.011111159984693,-0.028677453365052,0.073653993700923,+6.38%,10/03/24
99.50,Call,0.85,45.27%,0.11122504677312,0.01087392635201,-0.028571430634989,0.072445287076028,+6.61%,10/03/24
100.00,Call,0.86,45.90%,0.11113973448164,0.010717743645024,-0.028853894400789,0.072405598045077,+7.24%,"01:13 CT"
100.50,Call,0.81,45.69%,0.1060759731964,0.01041297852667,-0.028337458967679,0.070023042738556,+7.03%,10/03/24
101.00,Call,0.79,45.88%,0.1035380440459,0.01018871289357,-0.028209729179903,0.068808755714511,+7.23%,10/03/24
101.50,Call,0.77,46.07%,0.10102024447332,0.0099681435932665,-0.028074514181745,0.067590485518285,+7.41%,10/03/24
102.00,Call,0.75,46.24%,0.098523572266259,0.0097510891622896,-0.027932227860815,0.066368806876695,+7.59%,10/03/24
102.50,Call,0.74,46.56%,0.096911085731252,0.0095686034835232,-0.027925810988626,0.06557244910512,+7.90%,10/03/24
103.00,Call,0.72,46.72%,0.094456017143035,0.0093588720357496,-0.027771252731092,0.064348734133351,+8.06%,10/03/24
103.50,Call,0.7,46.86%,0.092016580218592,0.0091518828104503,-0.027609413450559,0.063119155475722,+8.20%,10/03/24
104.00,Call,0.69,47.15%,0.090468313809848,0.0089814775642936,-0.027589203612963,0.062331582596928,+8.50%,10/03/24
104.50,Call,0.67,47.28%,0.088064608284141,0.0087805444341925,-0.027415413745846,0.061097622360968,+8.62%,10/03/24
105.00,Call,0.66,47.55%,0.086555763857034,0.00861742082007,-0.027386946298651,0.060315952676941,+8.90%,10/03/24
105.50,Call,0.65,47.83%,0.085066662500997,0.0084579559376638,-0.027355352249538,0.059539064412021,+9.17%,10/03/24
106.00,Call,0.63,47.92%,0.082709968968904,0.0082651903674474,-0.027164562607841,0.058298307632342,+9.27%,10/03/24
106.50,Call,0.62,48.18%,0.081254141351454,0.0081119358376014,-0.027124735631643,0.057524852859419,+9.52%,10/03/24
107.00,Call,0.61,48.43%,0.079815736467399,0.0079618657544475,-0.027081884496116,0.056755328796282,+9.78%,10/03/24
107.50,Call,0.6,N/A,,,,,N/A,10/03/24
108.00,Call,0.65,49.97%,0.082244612347027,0.007892283989084,-0.027948789669192,0.058051657352593,+11.32%,"19:46 CT"
108.50,Call,0.58,49.15%,0.075589002904215,0.0075289592252943,-0.026933805020189,0.054462763537383,+10.49%,10/03/24
109.00,Call,0.57,49.37%,0.074209102379606,0.0073900584586758,-0.026878314107079,0.053703953486788,+10.72%,10/03/24
109.50,Call,0.56,49.59%,0.072842067221847,0.007253625687421,-0.026819676066229,0.052947072445158,+10.94%,10/03/24
110.00,Call,0.55,49.81%,0.071487437252171,0.0071195503502225,-0.026757927804386,0.052191935428903,+11.15%,10/03/24
111.00,Call,0.53,50.21%,0.068813738492637,0.0068580578165725,-0.026625258330919,0.050686224963306,+11.56%,10/03/24
112.00,Call,0.51,50.60%,0.066183679759029,0.0066047389770266,-0.026480376513419,0.04918483766256,+11.94%,10/03/24
113.00,Call,0.5,51.16%,0.064505040022059,0.0064032764690963,-0.026503402938276,0.048215791344931,+12.50%,10/03/24
113.50,Call,0.49,51.33%,0.063226392325395,0.0062834930596087,-0.026422234199785,0.047471890219568,+12.67%,10/03/24
114.00,Call,0.48,N/A,,,,,N/A,10/03/24
114.50,Call,0.47,51.65%,0.060695511590121,0.0060486702952168,-0.026251056780089,0.045984430572059,+13.00%,10/03/24
115.00,Call,0.47,52.02%,0.060358024294725,0.0059794894978051,-0.026347373922006,0.045784546247999,+13.37%,10/03/24
115.50,Call,0.46,52.17%,0.059114301351457,0.0058662505064337,-0.026256069023473,0.045044750345261,+13.51%,10/03/24
116.00,Call,0.45,52.31%,0.057879530920281,0.0057543967230097,-0.026162153327783,0.044305279727175,+13.65%,10/03/24
116.50,Call,0.44,52.45%,0.056649946928218,0.0056436826905495,-0.026064926641186,0.043563881931255,+13.79%,10/03/24
117.00,Call,0.44,52.80%,0.056347330274648,0.0055818111231892,-0.026157453167088,0.043380634330832,+14.15%,10/03/24
117.50,Call,0.43,52.93%,0.055134000597726,0.0054740574781184,-0.026056326783936,0.042642776577693,+14.27%,10/03/24
118.00,Call,0.46,53.97%,0.057568705757518,0.0055536710431421,-0.026726839378494,0.044118340281861,+15.32%,"18:53 CT"
118.50,Call,0.42,53.39%,0.053648343551675,0.005310372542242,-0.026042623638413,0.041732379976453,+14.74%,10/03/24
119.00,Call,0.41,53.50%,0.052455071401146,0.0052062536161446,-0.025934594705431,0.040995524671601,+14.84%,10/03/24
119.50,Call,0.41,53.84%,0.052189679551173,0.0051521438370107,-0.026023591234015,0.040830951332781,+15.19%,10/03/24
120.00,Call,0.4,53.94%,0.051009543230361,0.0050504233093979,-0.025911637144506,0.04009604261326,+15.28%,10/03/24
121.00,Call,0.39,N/A,,,,,N/A,10/03/24
122.00,Call,0.38,54.78%,0.048193753261293,0.0047533021843987,-0.025850907297627,0.038321727279924,+16.12%,10/03/24
122.50,Call,0.37,54.84%,0.047038647930285,0.004656281746086,-0.025727751593148,0.037585129887662,+16.19%,10/03/24
123.00,Call,0.37,55.17%,0.046818332590917,0.0046112450587941,-0.025812773185395,0.037444047115458,+16.51%,10/03/24
123.50,Call,0.36,N/A,,,,,N/A,10/03/24
124.00,Call,0.36,55.55%,0.045464332530796,0.004473215682749,-0.025769888369695,0.036572772637746,+16.89%,10/03/24
124.50,Call,0.35,55.59%,0.044328173992438,0.0043795868537435,-0.025638880683327,0.035835989054399,+16.94%,10/03/24
125.00,Call,0.35,55.91%,0.044128618496632,0.0043388394939967,-0.025721871001608,0.035706035679188,+17.26%,10/03/24
126.00,Call,0.34,56.26%,0.04281234407897,0.0042079929247273,-0.025669303508422,0.034844718432843,+17.60%,10/03/24
126.50,Call,0.33,56.28%,0.041692594572459,0.0041172037927869,-0.025530533893995,0.03410624477777,+17.63%,10/03/24
127.00,Call,0.33,56.59%,0.041512737545866,0.0040803458006923,-0.025611838698914,0.033987127926501,+17.94%,10/03/24
127.50,Call,0.32,56.60%,0.040400263488954,0.0039907839336104,-0.025469199032071,0.033247219440723,+17.95%,10/03/24
128.00,Call,0.32,56.91%,0.040227325767241,0.0039555921229079,-0.025549162866057,0.033131709258731,+18.25%,10/03/24
129.00,Call,0.31,57.21%,0.038957620281501,0.0038336628689563,-0.025481897540146,0.032279536581462,+18.55%,10/03/24
130.00,Call,0.3,57.49%,0.03770144667106,0.0037142871167553,-0.025409766980412,0.031429211842713,+18.83%,10/03/24
132.50,Call,0.28,58.29%,0.035086987194494,0.0034540498643493,-0.025327557975044,0.02963550212391,+19.64%,10/03/24
135.00,Call,0.27,59.37%,0.033490296561808,0.0032644575875618,-0.025467791584249,0.028523482319495,+20.71%,10/03/24
137.50,Call,0.25,60.01%,0.031014244220061,0.0030309399531137,-0.025347664366866,0.026772808235971,+21.36%,10/03/24
140.00,Call,0.24,60.97%,0.029539320139314,0.0028656188882385,-0.025462938071537,0.025714088709325,+22.31%,10/03/24
142.50,Call,0.23,61.87%,0.028111345700279,0.0027100759480153,-0.025568069046449,0.024677208023994,+23.21%,10/03/24
145.00,Call,0.21,62.29%,0.025784845832444,0.0025046401066807,-0.025395856675778,0.022961591403764,+23.63%,10/03/24
147.50,Call,0.2,63.07%,0.02444193263959,0.0023653381003197,-0.025477309415559,0.021955656964797,+24.41%,10/03/24
150.00,Call,0.19,63.79%,0.02313450966037,0.0022328421203373,-0.025549938837995,0.020964692459938,+25.14%,10/03/24
152.50,Call,0.18,64.47%,0.021857428881614,0.0021062668574964,-0.025613407920241,0.019985138854184,+25.81%,10/03/24
155.00,Call,0.18,65.60%,0.0215532137976,0.0020454696088866,-0.025958945936494,0.019750048181688,+26.94%,10/03/24
160.00,Call,0.16,66.73%,0.019127824495912,0.0018174749936247,-0.026052678717585,0.017850368309851,+28.07%,10/03/24
162.50,Call,0.15,67.21%,0.017946212089307,0.001709165868737,-0.026086339332895,0.016907598090618,+28.55%,10/03/24
170.00,Call,0.14,69.63%,0.016390588848114,0.0015268739226288,-0.026778146952143,0.015647756508128,+30.97%,10/03/24
180.00,Call,0.12,72.02%,0.013877066806482,0.0012794718069843,-0.027447165344842,0.013563116058745,+33.37%,10/03/24
185.00,Call,0.11,73.03%,0.012682297364501,0.0011674966798778,-0.027760633910886,0.012548750565281,+34.37%,10/03/24
200.00,Call,0.09,76.21%,0.010209043656627,0.00092665564873976,-0.028989215042286,0.01039396134134,+37.55%,10/03/24
21.00,Put,0.02,86.94%,-0.0018107248140407,0.00017345061653317,-0.00085667897465585,0.0022195840385259,+48.29%,10/03/24
23.00,Put,0.03,84.38%,-0.0027082188915164,0.00025739698452727,-0.0011970199643007,0.0031965136916797,+45.72%,10/03/24
25.00,Put,0.03,78.50%,-0.0029184031103761,0.00029597037753606,-0.0011830828340821,0.0034194449795237,+39.84%,10/03/24
27.00,Put,0.04,75.54%,-0.0039451232615385,0.00040319261981623,-0.0014901136894427,0.0044830581464091,+36.89%,10/03/24
29.00,Put,0.05,72.30%,-0.0050516463299851,0.00052536658385259,-0.0017733662219165,0.0055904173731616,+33.64%,10/03/24
29.50,Put,0.05,71.03%,-0.0051440367646928,0.0005434337285405,-0.0017673880792726,0.0056813220021784,+32.37%,10/03/24
30.00,Put,0.06,71.41%,-0.0060319074123197,0.00062266653920005,-0.0020505830529536,0.0065441174136675,+32.75%,10/03/24
31.00,Put,0.06,68.92%,-0.0062523514121844,0.00066593410444934,-0.0020357222575598,0.0067554906845095,+30.27%,10/03/24
31.50,Put,0.07,69.09%,-0.0071667658305817,0.00074942631579445,-0.0023057860414541,0.0076213183147522,+30.44%,10/03/24
32.00,Put,0.07,67.88%,-0.007296672764106,0.00077499836341069,-0.0022971873897619,0.0077429676660809,+29.22%,10/03/24
32.50,Put,0.07,66.68%,-0.0074278674898461,0.00080138554383389,-0.0022880779457234,0.0078654973573452,+28.03%,10/03/24
33.00,Put,0.08,66.70%,-0.0083718444228746,0.00089002877699338,-0.0025454740429017,0.0087379180732974,+28.05%,10/03/24
33.50,Put,0.08,65.52%,-0.0085232269281087,0.00092038716392326,-0.0025353111998105,0.0088763877212848,+26.87%,10/03/24
34.00,Put,0.08,64.36%,-0.0086764495501956,0.00095175921312104,-0.0025246392077173,0.0090161535552611,+25.71%,10/03/24
35.00,Put,0.09,63.13%,-0.0098321303156406,0.0010825983157201,-0.0027592659472984,0.010058380640362,+24.47%,10/03/24
35.50,Put,0.1,62.94%,-0.010834265399768,0.0011815845139347,-0.0029959498188406,0.0109462138821,+24.29%,10/03/24
36.00,Put,0.1,61.81%,-0.011030724313607,0.0012220978321875,-0.0029826350668574,0.011118645993895,+23.16%,10/03/24
36.50,Put,0.11,61.56%,-0.012057377925335,0.0013257181169763,-0.0032101667565772,0.012011601965792,+22.90%,10/03/24
37.00,Put,0.11,60.45%,-0.012277402502524,0.0013713976170787,-0.0031954873744653,0.012201258859996,+21.79%,10/03/24
37.50,Put,0.12,60.14%,-0.013333226978447,0.0014804485392896,-0.0034147687414618,0.013103386656496,+21.48%,10/03/24
38.00,Put,0.12,59.04%,-0.013577331885738,0.0015316979938863,-0.0033983908116959,0.013310142339849,+20.38%,10/03/24
38.50,Put,0.13,58.68%,-0.014665297182714,0.0016468806141936,-0.0036097261132906,0.014223767961796,+20.02%,10/03/24
39.00,Put,0.14,58.28%,-0.015767083564642,0.0017646755408026,-0.0038146849244006,0.015136510366618,+19.62%,10/03/24
39.50,Put,0.14,57.20%,-0.016058223575526,0.0018263009735353,-0.0037952053982589,0.01537569486336,+18.54%,10/03/24
40.00,Put,0.15,56.76%,-0.017196976358939,0.0019514189393232,-0.0039926171325528,0.016303550496349,+18.11%,10/03/24
40.50,Put,0.16,56.29%,-0.018351978150987,0.0020798493357509,-0.0041838153898357,0.017232682682943,+17.64%,10/03/24
41.00,Put,0.17,55.80%,-0.01952793510547,0.0022121329705119,-0.0043698198777724,0.018166963080477,+17.14%,10/03/24
41.50,Put,0.18,55.27%,-0.020723454369674,0.0023483802266217,-0.0045500719909011,0.019105297693765,+16.62%,10/03/24
42.00,Put,0.19,54.73%,-0.021941340394627,0.0024889998026744,-0.0047250624872918,0.020049863536642,+16.07%,10/03/24
42.50,Put,0.2,54.17%,-0.02318114522037,0.002634182941992,-0.0048944623310174,0.021000243101354,+15.51%,10/03/24
43.00,Put,0.21,53.58%,-0.024447041090189,0.0027844417054968,-0.0050590413835516,0.021959506109215,+14.93%,10/03/24
43.50,Put,0.22,52.98%,-0.025739655409175,0.002940056866203,-0.0052186847985494,0.022927931519529,+14.33%,10/03/24
44.00,Put,0.23,52.37%,-0.027059918785629,0.0031013432720501,-0.0053733392853627,0.023905998335474,+13.71%,10/03/24
44.50,Put,0.25,52.14%,-0.029219880291174,0.003320500986042,-0.0057046707245257,0.025483167511722,+13.49%,10/03/24
45.00,Put,0.26,51.49%,-0.03060071439311,0.0034938255644266,-0.0058463796072482,0.026477198436171,+12.83%,"22:01 CT"
45.50,Put,0.28,51.18%,-0.032815768445705,0.0037233173807761,-0.0061574200662771,0.028049781568958,+12.53%,10/03/24
46.00,Put,0.29,50.50%,-0.034267093103147,0.0039105901779441,-0.0062870926086777,0.029066096621236,+11.84%,10/03/24
46.50,Put,0.31,50.13%,-0.03654842651755,0.0041526567920494,-0.0065789086879955,0.030642212975035,+11.48%,10/03/24
47.00,Put,0.32,49.42%,-0.038077336340025,0.0043557287700618,-0.0066965976285782,0.031684423608442,+10.77%,10/03/24
47.50,Put,0.34,49.01%,-0.04043842072831,0.0046128082734432,-0.0069704678184223,0.033272687936002,+10.35%,10/03/24
48.00,Put,0.36,48.56%,-0.042838062943507,0.0048773741853749,-0.0072332582757174,0.034861617344878,+9.91%,10/03/24
48.50,Put,0.38,48.09%,-0.045282258926884,0.0051502783834767,-0.0074857113257768,0.036455052638782,+9.43%,10/03/24
49.00,Put,0.4,47.60%,-0.047774944657835,0.0054322641603327,-0.0077280968740678,0.038055255239115,+8.94%,"01:15 CT"
49.50,Put,0.43,47.33%,-0.051078853692651,0.0057621252069469,-0.0081060448359586,0.040139344861421,+8.67%,10/03/24
50.00,Put,0.44,46.54%,-0.052913347130919,0.0060261471460082,-0.0081819599809218,0.041279113352937,+7.88%,"19:25 CT"
50.50,Put,0.48,46.44%,-0.057073460759035,0.006410251475763,-0.0086734009508324,0.0438198188475,+7.79%,"17:26 CT"
51.00,Put,0.51,46.07%,-0.060525079766926,0.006766386695473,-0.009005600697786,0.0458835342145,+7.42%,10/03/24
51.50,Put,0.54,45.67%,-0.06403261214011,0.0071325699209105,-0.0093218720145555,0.047941524206265,+7.01%,"02:27 CT"
52.00,Put,0.58,45.43%,-0.068318285032425,0.0075379062981624,-0.0097510729768509,0.050404945660951,+6.78%,"22:36 CT"
52.50,Put,0.61,44.96%,-0.071950204668622,0.0079257444427845,-0.010033670784073,0.052450482826373,+6.31%,10/03/24
53.00,Put,0.64,44.47%,-0.075657040195775,0.0083270113597949,-0.010301390219521,0.054500043676154,+5.81%,10/03/24
53.50,Put,0.69,44.30%,-0.080818719540498,0.0087864668470696,-0.010791504810216,0.05729247096978,+5.65%,10/03/24
54.00,Put,0.73,43.92%,-0.085357510325403,0.0092341752354241,-0.011139606956899,0.059691232958147,+5.26%,10/03/24
54.50,Put,0.78,43.66%,-0.09063341814804,0.0097118828209268,-0.011579044685605,0.062415836314222,+5.01%,10/03/24
55.00,Put,0.84,43.37%,-0.095975190340896,0.010199863890905,-0.01199258061518,0.065107566836034,+4.71%,"02:04 CT"
55.50,Put,0.88,43.03%,-0.10139306094538,0.010699757769746,-0.012380771758817,0.067771742346217,+4.38%,10/03/24
56.00,Put,0.94,42.81%,-0.1075129638344,0.011222236900208,-0.01284619063852,0.070704561067831,+4.15%,10/03/24
56.50,Put,1,42.53%,-0.11370199630117,0.011755074401114,-0.013281029712026,0.073591200570572,+3.88%,10/03/24
57.00,Put,1.06,42.22%,-0.11997542430399,0.012300160828652,-0.013686386169401,0.07643900798123,+3.57%,10/03/24
57.50,Put,1.13,42.00%,-0.12691086449923,0.012860636482519,-0.014155257398229,0.079499221679912,+3.34%,10/03/24
58.00,Put,1.21,41.85%,-0.13447420221207,0.013430699415737,-0.014679808704924,0.082735059804723,+3.20%,10/03/24
58.50,Put,1.28,41.54%,-0.14157036820014,0.014012771070242,-0.015078579556671,0.085678393185997,+2.89%,10/03/24
59.00,Put,1.36,41.31%,-0.14929055763645,0.014603464727856,-0.015528714026769,0.088782376984411,+2.65%,10/03/24
