Strike,Type,Last,IV,Delta,Gamma,Theta,Vega,"IV Skew",Time
75.0000,Call,14.15,26.22%,0.82881648298195,0.015299039871527,-0.011633529210085,0.13562091655685,+4.49%,11/05/24
76.0000,Call,13.3,25.70%,0.81417186655486,0.016576687721945,-0.012244499005268,0.14401773930466,+3.97%,11/05/24
77.0000,Call,12.475,25.26%,0.79764742196938,0.017903730920337,-0.01293891021243,0.1528887089898,+3.53%,11/05/24
78.0000,Call,11.7,25.03%,0.77821194840342,0.019204539340026,-0.013836015130212,0.1625513905014,+3.30%,11/05/24
79.0000,Call,10.9,24.55%,0.75936783977063,0.020622348894876,-0.01449146660457,0.17116873148328,+2.82%,11/05/24
80.0000,Call,10.175,24.39%,0.7369124133717,0.021892982346205,-0.015434957416408,0.18052358015665,+2.66%,11/05/24
81.0000,Call,9.425,23.97%,0.71484968035582,0.023295043908541,-0.016130428312636,0.18879401353418,+2.24%,11/05/24
82.0000,Call,8.725,23.70%,0.69052448563331,0.02456975768241,-0.01693819007269,0.19690281852468,+1.97%,11/05/24
83.0000,Call,8.025,23.32%,0.66552751431803,0.025898374435252,-0.017611903175308,0.20417666762998,+1.59%,11/05/24
84.0000,Call,7.375,23.06%,0.63868692418596,0.027044799628418,-0.01835495619198,0.21083517103341,+1.33%,11/05/24
85.0000,Call,6.725,22.67%,0.61109619576516,0.028236647426571,-0.018947696848896,0.21647516861263,+0.95%,11/05/24
86.0000,Call,6.125,22.40%,0.58207876576388,0.029197661801043,-0.01957379226723,0.2211237969725,+0.67%,11/05/24
87.0000,Call,5.525,22.00%,0.55218148897589,0.030193784294828,-0.020035468352194,0.22456625316063,+0.27%,11/05/24
88.0000,Call,4.975,21.69%,0.52126813504595,0.03091454566332,-0.020501235069307,0.22670996096347,-0.04%,11/05/24
89.0000,Call,4.475,21.47%,0.48985942324101,0.031330351378912,-0.020954211413267,0.2274276300565,-0.26%,11/05/24
90.0000,Call,4,21.22%,0.45805779297955,0.031585353457152,-0.021301710808585,0.22665922848045,-0.50%,11/05/24
91.0000,Call,3.55,20.95%,0.42593628768489,0.031669503386369,-0.021539506113037,0.22435072304268,-0.78%,11/05/24
92.0000,Call,3.15,20.76%,0.39436653865408,0.03141596944165,-0.021745916817583,0.22056594816318,-0.96%,11/05/24
93.0000,Call,2.775,20.55%,0.36299206307166,0.030981638766048,-0.021840070286868,0.21529004366223,-1.18%,11/05/24
94.0000,Call,2.45,20.43%,0.33307584014323,0.030223894821279,-0.021910211788205,0.20881918406717,-1.29%,11/05/24
95.0000,Call,2.15,20.30%,0.3039504364842,0.029302275597279,-0.0218807190478,0.20112660557386,-1.43%,11/05/24
96.0000,Call,1.875,20.15%,0.27576608225526,0.02822266907631,-0.02175959170126,0.19232436447806,-1.57%,11/05/24
97.0000,Call,1.65,20.14%,0.25039003607719,0.026906905199575,-0.021659733190016,0.18320534783962,-1.59%,11/05/24
98.0000,Call,1.45,20.14%,0.22667539401381,0.02550065587244,-0.021506404956466,0.17360934341102,-1.59%,11/05/24
99.0000,Call,1.25,20.01%,0.20280707153008,0.024073700387868,-0.021199466078944,0.1628438556154,-1.72%,11/05/24
100.0000,Call,1.1,20.06%,0.18291582653005,0.022550780399537,-0.020990273948466,0.15297095501853,-1.67%,11/05/24
101.0000,Call,0.95,20.00%,0.16302309134473,0.021027616471968,-0.020653930679755,0.1422216039595,-1.73%,11/05/24
102.0000,Call,0.825,20.00%,0.1454357499343,0.019506543969572,-0.020336783751934,0.13193574734277,-1.72%,11/05/24
103.0000,Call,0.725,20.09%,0.13043692236151,0.01803979601595,-0.020070023513451,0.12253913589746,-1.64%,11/05/24
104.0000,Call,0.625,20.07%,0.11549018486806,0.016583836629757,-0.019709016640024,0.1125568205903,-1.66%,11/05/24
105.0000,Call,0.55,20.18%,0.10341516260266,0.015242531846525,-0.019443288042432,0.10400445066476,-1.55%,11/05/24
106.0000,Call,0.475,20.20%,0.091413646071807,0.013918039118111,-0.019103471814971,0.095033810783626,-1.53%,11/05/24
107.0000,Call,0.425,20.39%,0.082600562454117,0.012783360870418,-0.018911960144521,0.088122368651375,-1.34%,11/05/24
108.0000,Call,0.375,20.51%,0.073920634628396,0.011683489099154,-0.018671192180601,0.081023797606881,-1.22%,11/05/24
109.0000,Call,0.325,20.55%,0.06531459218087,0.010602012202956,-0.018379394787693,0.073674830390372,-1.18%,11/05/24
110.0000,Call,0.3,20.87%,0.060225846664778,0.0098028785139298,-0.018308732716914,0.069171463464921,-0.86%,11/05/24
111.0000,Call,0.25,20.75%,0.051711093878403,0.0087450947119091,-0.017924693385919,0.061348355400318,-0.98%,11/05/24
112.0000,Call,0.225,20.95%,0.046827311615859,0.0080031966863986,-0.017793220399492,0.056683878816034,-0.78%,11/05/24
114.0000,Call,0.175,21.18%,0.0372729462225,0.0065833553980267,-0.017454707758773,0.047134381472489,-0.55%,11/05/24
116.0000,Call,0.15,21.74%,0.031845242463152,0.0056353252727782,-0.017391848742693,0.041424877565731,+0.01%,11/05/24
118.0000,Call,0.125,22.17%,0.026666865915698,0.0047692376624637,-0.017285549876025,0.03575317677606,+0.44%,11/05/24
120.0000,Call,0.125,23.21%,0.025653480862403,0.0044103798388522,-0.017564815952845,0.034614757702055,+1.48%,11/05/24
122.0000,Call,0.075,22.49%,0.016711214998438,0.0031679636545179,-0.016927428649038,0.024088982832003,+0.76%,11/05/24
124.0000,Call,0.075,23.43%,0.01613721785629,0.0029512982574336,-0.017187963514068,0.023379402696677,+1.70%,11/05/24
126.0000,Call,0.05,23.09%,0.011340443496546,0.0022087579329635,-0.016909113195167,0.017246955093885,+1.37%,11/05/24
128.0000,Call,0.05,23.96%,0.010987579471381,0.0020714023866231,-0.01716159124708,0.016779712978178,+2.23%,11/05/24
130.0000,Call,0.05,24.80%,0.010664397414955,0.0019494702234458,-0.017413592125546,0.016349574055175,+3.08%,11/05/24
132.0000,Call,0.05,25.63%,0.010364984863547,0.0018403199271554,-0.017664862298464,0.015949144513834,+3.90%,11/05/24
38.0000,Put,0.05,52.67%,-0.0046652247735602,0.00044293573212551,-0.0010982166619079,0.0078872799713202,+30.94%,11/05/24
40.0000,Put,0.05,49.67%,-0.0049485428164251,0.0004950082452318,-0.0010801058843171,0.0083127536217543,+27.94%,11/05/24
42.0000,Put,0.05,46.81%,-0.0052492022475965,0.00055348690304734,-0.0010608775481696,0.008760700836179,+25.08%,11/05/24
44.0000,Put,0.05,44.09%,-0.0055712721831149,0.0006195865758682,-0.0010408467911972,0.0092366794973955,+22.36%,11/05/24
46.0000,Put,0.075,43.71%,-0.0081040937618931,0.00087027026308218,-0.0014431666978233,0.012860321492296,+21.98%,11/05/24
48.0000,Put,0.075,41.09%,-0.0086100029646819,0.00097613347738337,-0.001412704230358,0.013562137953721,+19.36%,11/05/24
50.0000,Put,0.1,40.16%,-0.011394066397143,0.0012752721839426,-0.0017632593629311,0.017317744108415,+18.43%,11/05/24
52.0000,Put,0.1,37.66%,-0.012128392159973,0.0014357494497444,-0.0017208643983514,0.01828159305191,+15.93%,11/05/24
54.0000,Put,0.125,36.45%,-0.015267950836963,0.0018093519955783,-0.0020244682725307,0.022295684946612,+14.72%,11/05/24
56.0000,Put,0.15,35.04%,-0.018631166042686,0.0022306737311591,-0.0022948074393247,0.026429563790464,+13.31%,11/05/24
58.0000,Put,0.175,33.51%,-0.022271116469363,0.0027131260667392,-0.0025334633835132,0.030740441258272,+11.78%,11/05/24
60.0000,Put,0.2,31.88%,-0.026242843064241,0.0032724529790569,-0.0027405881238507,0.035278036655602,+10.15%,11/05/24
62.0000,Put,0.25,30.79%,-0.032936881545804,0.0040910453418259,-0.0031830581253657,0.042591505580652,+9.06%,11/05/24
63.0000,Put,0.275,30.16%,-0.036471189029872,0.0045408931756311,-0.0033789332492822,0.046304951488024,+8.43%,11/05/24
64.0000,Put,0.325,29.97%,-0.042367891597279,0.0051612344838982,-0.0038004456097213,0.052300591277578,+8.24%,11/05/24
65.0000,Put,0.35,29.22%,-0.046220569305267,0.0056779339937067,-0.0039547859176935,0.056094677632316,+7.49%,11/05/24
66.0000,Put,0.4,28.85%,-0.05241919484332,0.0063580545897321,-0.0043148084849975,0.062013503675193,+7.12%,11/05/24
67.0000,Put,0.45,28.39%,-0.058796253070954,0.0070731403281181,-0.0046401728927077,0.067883892557385,+6.66%,11/05/24
68.0000,Put,0.5,27.85%,-0.065395505323997,0.0078319959772422,-0.0049320691064329,0.073745456253648,+6.12%,11/05/24
69.0000,Put,0.575,27.56%,-0.074239531141553,0.0087242636376094,-0.0053808922064042,0.081289995815034,+5.83%,11/05/24
70.0000,Put,0.65,27.16%,-0.083302831269125,0.0096561477183094,-0.0057784686995302,0.088683732739742,+5.43%,11/05/24
71.0000,Put,0.725,26.68%,-0.092656768701151,0.010640476479572,-0.0061266233596754,0.095985985094175,+4.95%,11/05/24
72.0000,Put,0.825,26.36%,-0.10414192285555,0.011727914050906,-0.006586598299048,0.1045322193972,+4.63%,11/05/24
73.0000,Put,0.95,26.16%,-0.11761065298097,0.012889206508697,-0.0071313905718249,0.11401250364204,+4.43%,11/05/24
74.0000,Put,1.05,25.64%,-0.1297744633173,0.014086286369408,-0.0074546042598848,0.12211014099846,+3.91%,11/05/24
75.0000,Put,1.2,25.42%,-0.14547889134671,0.015353242186336,-0.0079816533760177,0.13196192340981,+3.69%,11/05/24
76.0000,Put,1.35,25.09%,-0.16152545715196,0.016668443575854,-0.0084155575251417,0.14137512714948,+3.36%,11/05/24
77.0000,Put,1.525,24.81%,-0.1793603476862,0.018012838720175,-0.0088755058159536,0.15111569141369,+3.08%,11/05/24
78.0000,Put,1.725,24.58%,-0.19884759752179,0.0193634791433,-0.0093411543405845,0.16094568593476,+2.85%,11/05/24
79.0000,Put,1.925,24.24%,-0.21879381373603,0.020767530925868,-0.0096911987739152,0.17018056200185,+2.51%,11/05/24
80.0000,Put,2.175,24.06%,-0.24131045665114,0.022083145221949,-0.010120752808316,0.17965693316278,+2.33%,11/05/24
81.0000,Put,2.425,23.76%,-0.26427276883342,0.023441679565724,-0.010413670630789,0.18833765329028,+2.03%,11/05/24
82.0000,Put,2.7,23.48%,-0.28863657655617,0.024757595282413,-0.010657635767435,0.19651331671156,+1.75%,11/05/24
83.0000,Put,3,23.20%,-0.31430223403712,0.026014930976552,-0.010838692245599,0.20402118632039,+1.47%,11/05/24
84.0000,Put,3.325,22.91%,-0.34117654735429,0.027198890612966,-0.010944159296498,0.21071248681081,+1.18%,11/05/24
85.0000,Put,3.675,22.62%,-0.3691736943327,0.028295417790672,-0.010962603713757,0.21645056564885,+0.90%,11/05/24
86.0000,Put,4.05,22.33%,-0.39821440215297,0.029291112800028,-0.010883556865043,0.22110844041677,+0.60%,11/05/24
87.0000,Put,4.45,22.01%,-0.42822673293654,0.030172796377259,-0.010697451546635,0.22456659912459,+0.28%,11/05/24
88.0000,Put,4.875,21.68%,-0.45914621049244,0.03092690070075,-0.010395580561651,0.22671041687059,-0.05%,11/05/24
89.0000,Put,5.35,21.44%,-0.49062934605661,0.031377733859387,-0.010046037772266,0.22742758181939,-0.29%,11/05/24
90.0000,Put,5.875,21.28%,-0.52212647493978,0.031506631448318,-0.009648042332753,0.22666972780329,-0.45%,11/05/24
91.0000,Put,6.4,20.98%,-0.55429833325764,0.031625852720808,-0.0090438373609607,0.22436700398608,-0.75%,11/05/24
92.0000,Put,7,20.88%,-0.58520017679691,0.031252788098248,-0.0084801540637216,0.22068599194569,-0.84%,11/05/24
93.0000,Put,7.6,20.65%,-0.61659476703825,0.030857715699002,-0.0077124095466494,0.2154469843557,-1.08%,11/05/24
94.0000,Put,8.275,20.63%,-0.64547046573459,0.030002797529083,-0.00702488430745,0.20926283403041,-1.10%,11/05/24
95.0000,Put,8.95,20.48%,-0.67458953952555,0.029129246791618,-0.0061485067975971,0.20166118624964,-1.25%,11/05/24
96.0000,Put,9.675,20.44%,-0.70135076701573,0.027989159813745,-0.0053038661624173,0.19342182811177,-1.29%,11/05/24
97.0000,Put,10.425,20.41%,-0.72671988744107,0.026733742890721,-0.0044086792499031,0.18445512959519,-1.32%,11/05/24
98.0000,Put,11.225,20.53%,-0.74870751987212,0.025315757770252,-0.0036221048409309,0.17573066477732,-1.20%,11/05/24
99.0000,Put,12,20.39%,-0.77249840910469,0.023963578321111,-0.0025512537482734,0.16524041404378,-1.33%,11/05/24
100.0000,Put,12.85,20.60%,-0.79037290098534,0.022483651952844,-0.0018050019050174,0.15660039495282,-1.13%,11/05/24
101.0000,Put,13.7,20.71%,-0.8079672890212,0.021049750990542,-0.00095988705216917,0.1474216770592,-1.02%,11/05/24
102.0000,Put,14.55,20.73%,-0.82545188079027,0.01963430175971,-9.4169873919703E-6,0.13759621635205,-1.00%,11/05/24
103.0000,Put,15.45,21.02%,-0.83802926712077,0.018304494391961,0.00064032551236942,0.13006653899461,-0.71%,11/05/24
104.0000,Put,16.35,21.24%,-0.85030054221674,0.017036580756956,0.0013496992141202,0.12232365542233,-0.49%,11/05/24
105.0000,Put,17.275,21.60%,-0.85974108323432,0.015896168471583,0.0018892106866633,0.11608481363967,-0.13%,11/05/24
106.0000,Put,18.2,21.91%,-0.86888442732631,0.014821767094006,0.0024662120983479,0.10979490277994,+0.18%,11/05/24
107.0000,Put,19.15,22.40%,-0.87509833952178,0.013910507796208,0.0028278161654077,0.10537411225338,+0.68%,11/05/24
108.0000,Put,20.1,22.87%,-0.8810400190497,0.013067004913522,0.0032061919916678,0.10103115464395,+1.14%,11/05/24
109.0000,Put,21.05,23.30%,-0.88674363398364,0.012281839718796,0.0036012249940229,0.096751087469294,+1.57%,11/05/24
110.0000,Put,22.025,23.97%,-0.8895501350906,0.011675394551125,0.0037352681405472,0.094603624280234,+2.24%,11/05/24
111.0000,Put,22.975,24.34%,-0.89484273405823,0.010992502619626,0.0041539466363538,0.090476724004834,+2.61%,11/05/24
112.0000,Put,23.95,24.98%,-0.89729624584812,0.010483670546469,0.0042972027615266,0.08852837116909,+3.25%,11/05/24
114.0000,Put,25.925,26.49%,-0.89924980786473,0.0097089937563638,0.0042954439580108,0.08696061517991,+4.76%,11/05/24
116.0000,Put,27.9,27.97%,-0.90091583293159,0.0090520746962185,0.0042915033044013,0.085611897659897,+6.24%,11/05/24
118.0000,Put,29.9,29.72%,-0.9000250793909,0.0085928839403014,0.0039912908785156,0.086334352923174,+7.99%,11/05/24
120.0000,Put,31.9,31.43%,-0.89913821706811,0.0081913528941008,0.0036899815024392,0.087050565139887,+9.70%,11/05/24
122.0000,Put,33.9,33.12%,-0.89825678746568,0.0078372107980127,0.0033881096788365,0.087759363069672,+11.39%,11/05/24
124.0000,Put,35.9,34.78%,-0.89737959439139,0.0075225765782774,0.0030857805033389,0.088461782512275,+13.05%,11/05/24
126.0000,Put,37.9,36.42%,-0.89650735586356,0.007241165846491,0.0027833081224204,0.089157318424611,+14.69%,11/05/24
128.0000,Put,39.9,38.03%,-0.89563940202082,0.006988000671161,0.0024807697535876,0.089846573703908,+16.30%,11/05/24
130.0000,Put,41.9,39.61%,-0.89477585176413,0.0067590285877374,0.0021783263876655,0.090529518574349,+17.88%,11/05/24
132.0000,Put,43.9,41.18%,-0.89391656871549,0.006550943497917,0.0018760778196587,0.091206324176197,+19.45%,11/05/24
"Downloaded from Barchart.com as of 11-06-2024 03:35am CST"
