Strike,Type,Last,IV,Delta,Gamma,Theta,Vega,"IV Skew",Time
89.0000,Call,2.025,21.51%,0.33867104894284,0.038159876850408,-0.025372124222664,0.16057593093805,-0.93%,11/05/24
90.0000,Call,1.725,21.39%,0.30223871915275,0.036616106960167,-0.025131465848569,0.15323709215485,-1.04%,11/05/24
91.0000,Call,1.475,21.39%,0.26885893533779,0.034666675817284,-0.024836228995912,0.14502601849454,-1.05%,11/05/24
92.0000,Call,1.225,21.16%,0.23511402828818,0.032666727496377,-0.024199788645244,0.13519476081025,-1.28%,11/05/24
93.0000,Call,1.025,21.07%,0.20527168649071,0.030357460784178,-0.023586624250903,0.12512925532104,-1.37%,11/05/24
94.0000,Call,0.875,21.19%,0.18038813509997,0.027910349094194,-0.023088229811688,0.11567493498776,-1.25%,11/05/24
95.0000,Call,0.725,21.11%,0.15556070741806,0.025473404724574,-0.022342809148484,0.10519630942171,-1.33%,11/05/24
96.0000,Call,0.6,21.07%,0.13357811855562,0.023040888863746,-0.021595726262488,0.094963104473355,-1.37%,11/05/24
97.0000,Call,0.5,21.10%,0.11482736427826,0.020700791908125,-0.020909078659384,0.08545000218685,-1.34%,11/05/24
98.0000,Call,0.425,21.26%,0.099705069641288,0.018559092691773,-0.02035380037878,0.077194371716376,-1.17%,11/05/24
99.0000,Call,0.35,21.26%,0.084702247762798,0.01645147362687,-0.019654695402122,0.068429941428241,-1.17%,11/05/24
100.0000,Call,0.3,21.48%,0.073732709277869,0.014666058670721,-0.019189314430711,0.061618144380855,-0.96%,11/05/24
101.0000,Call,0.275,22.00%,0.067121791445495,0.013319153590323,-0.019042678484812,0.057330870187477,-0.43%,11/05/24
102.0000,Call,0.225,21.98%,0.056547678276573,0.011663401791955,-0.018413216844595,0.050157908154656,-0.45%,11/05/24
103.0000,Call,0.2,22.34%,0.050411180155315,0.010480972026999,-0.018157794797884,0.045798746906041,-0.10%,11/05/24
104.0000,Call,0.175,22.61%,0.044445826182923,0.0093618028449071,-0.0178582448255,0.041406842900509,+0.17%,11/05/24
105.0000,Call,0.15,22.79%,0.038598784483194,0.0082863670170395,-0.017512368909984,0.036938642824067,+0.35%,11/05/24
106.0000,Call,0.15,23.58%,0.037505320016113,0.0078213725613898,-0.017685418376716,0.036083567250982,+1.15%,11/05/24
107.0000,Call,0.125,23.62%,0.031920152719362,0.0068415435633554,-0.017279145304005,0.031611363669373,+1.18%,11/05/24
108.0000,Call,0.125,24.37%,0.031083268209617,0.0064858919504058,-0.017439022747144,0.03092524416095,+1.94%,11/05/24
110.0000,Call,0.1,24.95%,0.025021742810209,0.0052897020611429,-0.017117152223771,0.025816669557796,+2.51%,11/05/24
112.0000,Call,0.075,25.25%,0.019173681802093,0.0041756421476574,-0.016712099513394,0.020622742360351,+2.81%,11/05/24
114.0000,Call,0.05,25.14%,0.013380173588298,0.0030816589722546,-0.016207209640453,0.015153526604472,+2.70%,11/05/24
116.0000,Call,0.05,26.37%,0.012836701132717,0.0028339522517281,-0.016472010232421,0.014620334436635,+3.94%,11/05/24
118.0000,Call,0.025,25.37%,0.0070802703081106,0.0017519084256987,-0.015810349169411,0.0086933577950573,+2.93%,11/05/24
120.0000,Call,0.025,26.47%,0.0068225506491891,0.0016246715407212,-0.016063273706166,0.0084134794107788,+4.04%,11/05/24
122.0000,Call,0.025,27.55%,0.0065855920021484,0.0015130398199228,-0.016315130730841,0.0081547852130973,+5.11%,11/05/24
124.0000,Call,0.0125,26.61%,0.0035971502199901,0.00091391200492895,-0.016006632465997,0.0047580754806565,+4.18%,11/05/24
126.0000,Call,0.0125,27.59%,0.0034853814930907,0.00085686082895551,-0.016254801290108,0.0046251540048894,+5.16%,11/05/24
128.0000,Call,0.0125,28.55%,0.0033806870342477,0.00080575850198139,-0.016502435895516,0.0045001665961631,+6.11%,11/05/24
34.0000,Put,0.0125,61.90%,-0.0014626748604984,0.00017397424420618,-0.00057350089220913,0.0021068145405093,+39.47%,11/05/24
36.0000,Put,0.025,62.47%,-0.0027422608895977,0.00030500932792433,-0.0010310916772989,0.0037271435717484,+40.03%,11/05/24
38.0000,Put,0.025,58.74%,-0.0029163379927197,0.00034286720384429,-0.001017045062145,0.0039398725590697,+36.30%,11/05/24
40.0000,Put,0.025,55.21%,-0.0031024567802321,0.00038573015649052,-0.0010022955089747,0.0041656538195847,+32.77%,11/05/24
42.0000,Put,0.025,51.84%,-0.0033025135227935,0.00043451460589771,-0.00098684495099177,0.0044065306782452,+29.40%,11/05/24
44.0000,Put,0.025,48.63%,-0.0035173224686164,0.00049020425640722,-0.0009702589585828,0.0046631932255328,+26.19%,11/05/24
46.0000,Put,0.05,49.44%,-0.0064994666655086,0.00083343643935685,-0.00172272665638,0.0080604282732492,+27.00%,11/05/24
48.0000,Put,0.05,46.27%,-0.0069345125477619,0.00094292664927995,-0.0016907222886599,0.0085352545576405,+23.84%,11/05/24
50.0000,Put,0.075,45.62%,-0.010125477191138,0.0013332919899303,-0.0023300374850319,0.011898137339442,+23.18%,11/05/24
52.0000,Put,0.075,42.55%,-0.010832512422445,0.0015161091824226,-0.002280119164179,0.012618673829752,+20.11%,11/05/24
54.0000,Put,0.1,41.27%,-0.014418227159171,0.0020017852164343,-0.0028299198198776,0.016161453344379,+18.83%,11/05/24
55.0000,Put,0.1,39.77%,-0.014935436454293,0.00214114892381,-0.0027941865098931,0.016658730202268,+17.34%,11/05/24
56.0000,Put,0.1,38.30%,-0.015483246789574,0.0022934388570442,-0.0027575152556126,0.017182004390028,+15.86%,11/05/24
57.0000,Put,0.1,36.84%,-0.016061984790368,0.0024600443053039,-0.0027193039405966,0.017731110745051,+14.41%,11/05/24
58.0000,Put,0.125,36.68%,-0.019652350278398,0.0029346038853418,-0.0032241234635437,0.021059062160356,+14.25%,11/05/24
59.0000,Put,0.125,35.23%,-0.020414869968282,0.0031557098791247,-0.0031752176644602,0.021749741596816,+12.80%,11/05/24
60.0000,Put,0.15,34.85%,-0.024214696014176,0.0036841032603191,-0.0036305185025145,0.02511660356526,+12.41%,11/05/24
61.0000,Put,0.175,34.32%,-0.028114399395006,0.0042380973775513,-0.0040494957096512,0.028454769741228,+11.88%,11/05/24
62.0000,Put,0.2,33.68%,-0.032146824471431,0.004826362561624,-0.004434619367661,0.031796450504328,+11.24%,11/05/24
63.0000,Put,0.2,32.21%,-0.033502888069833,0.005221506426071,-0.0043516169668584,0.032897192383492,+9.77%,11/05/24
64.0000,Put,0.25,32.13%,-0.040734747463565,0.0061401016963784,-0.0051093482226734,0.038590802393587,+9.69%,11/05/24
65.0000,Put,0.275,31.25%,-0.045354574659825,0.006884334553299,-0.0054005650854428,0.042086326943301,+8.81%,11/05/24
66.0000,Put,0.3,30.32%,-0.050235920787929,0.0077011368278948,-0.0056609885283962,0.045671956232461,+7.88%,11/05/24
67.0000,Put,0.35,29.83%,-0.058135091910407,0.0087848865501375,-0.0062484909975227,0.051261108939776,+7.39%,11/05/24
68.0000,Put,0.4,29.21%,-0.066328141446598,0.0099409576943593,-0.0067688663071669,0.056806364592198,+6.77%,11/05/24
69.0000,Put,0.45,28.49%,-0.074898262991492,0.011190493016429,-0.0072244914369779,0.062359352028407,+6.05%,11/05/24
70.0000,Put,0.525,28.03%,-0.086402087286022,0.012665510499803,-0.0079126120544801,0.06945381713622,+5.60%,11/05/24
71.0000,Put,0.6,27.43%,-0.098341560668931,0.014239516340934,-0.008501832886017,0.076422407974367,+5.00%,11/05/24
72.0000,Put,0.7,27.01%,-0.11310178740124,0.015996380847921,-0.0092517156017962,0.084535410384041,+4.58%,11/05/24
73.0000,Put,0.825,26.71%,-0.13049892977521,0.017886621413008,-0.010109258861061,0.093452592838196,+4.27%,11/05/24
74.0000,Put,0.95,26.23%,-0.14841649881146,0.019876926715772,-0.010806867219249,0.10197351966064,+3.79%,11/05/24
75.0000,Put,1.1,25.82%,-0.16890394143519,0.021971480935231,-0.011551864753999,0.11096340565633,+3.38%,11/05/24
76.0000,Put,1.3,25.66%,-0.19342049079584,0.024057525119965,-0.012487094416454,0.12075179850123,+3.22%,11/05/24
77.0000,Put,1.5,25.29%,-0.21844167334764,0.026218963400531,-0.013184901273395,0.12973647017195,+2.86%,11/05/24
78.0000,Put,1.7,24.75%,-0.24436949129697,0.028510884942215,-0.013651233506619,0.1380501797947,+2.32%,11/05/24
79.0000,Put,1.95,24.39%,-0.27380147527188,0.030673947667345,-0.014182826141109,0.14633454320002,+1.95%,11/05/24
80.0000,Put,2.225,24.00%,-0.30524082233953,0.032786354063384,-0.014576602507466,0.15390474820559,+1.56%,11/05/24
81.0000,Put,2.55,23.72%,-0.33931851540551,0.034623822327113,-0.014934860169968,0.16069151989251,+1.29%,11/05/24
82.0000,Put,2.9,23.40%,-0.37493178822357,0.036327086709344,-0.015086326404015,0.16627271481292,+0.96%,11/05/24
83.0000,Put,3.275,23.01%,-0.41208980837389,0.037878475058092,-0.015009358693824,0.1705045177978,+0.57%,11/05/24
84.0000,Put,3.7,22.70%,-0.45081330143824,0.039008091781518,-0.014802982773889,0.17322795945942,+0.26%,11/05/24
85.0000,Put,4.15,22.32%,-0.49070563359769,0.03991873021207,-0.014324981532009,0.1742614556526,-0.12%,11/05/24
86.0000,Put,4.675,22.14%,-0.53077217657936,0.040066974304945,-0.013810483622254,0.17349972627919,-0.30%,11/05/24
87.0000,Put,5.25,22.02%,-0.57030056944092,0.039693062787634,-0.013146119429397,0.17097302053895,-0.42%,11/05/24
88.0000,Put,5.85,21.82%,-0.60959003459748,0.039046323620255,-0.012212680980968,0.16668840824083,-0.61%,11/05/24
89.0000,Put,6.475,21.55%,-0.64865227189674,0.03811047811664,-0.011013311443839,0.16063084498073,-0.89%,11/05/24
90.0000,Put,7.175,21.51%,-0.6842170964297,0.036478258810381,-0.0098933047734421,0.1534997188392,-0.93%,11/05/24
91.0000,Put,7.925,21.59%,-0.71648424604473,0.034475157700903,-0.0087785212387328,0.14563567497209,-0.84%,11/05/24
92.0000,Put,8.65,21.29%,-0.75096355036831,0.032582700743021,-0.0071282043764376,0.13568245784044,-1.15%,11/05/24
93.0000,Put,9.45,21.31%,-0.7794013129609,0.030269522665315,-0.0057767373498242,0.12618714754894,-1.13%,11/05/24
94.0000,Put,10.3,21.55%,-0.80270571655586,0.027864835179359,-0.0046515681322831,0.11747420390844,-0.89%,11/05/24
95.0000,Put,11.125,21.39%,-0.82854714374525,0.025509148187243,-0.0030272658379657,0.10675030007035,-1.04%,11/05/24
96.0000,Put,12,21.51%,-0.84866432123491,0.023187857322387,-0.0017474873580853,0.097559463563251,-0.93%,11/05/24
97.0000,Put,12.9,21.73%,-0.8653833782425,0.021012670352994,-0.00062312667042136,0.089305870778771,-0.71%,11/05/24
98.0000,Put,13.825,22.10%,-0.87840681351151,0.01907130140727,0.00026978616793586,0.082454709454942,-0.34%,11/05/24
99.0000,Put,14.75,22.37%,-0.89105237111236,0.017237161007707,0.0012581390128887,0.075416995520389,-0.07%,11/05/24
100.0000,Put,15.7,22.87%,-0.89978779008432,0.015719139687021,0.0019162726769875,0.070315218126112,+0.43%,11/05/24
101.0000,Put,16.675,23.67%,-0.90452580380592,0.014568751390431,0.0021777549664289,0.06746018832825,+1.23%,11/05/24
102.0000,Put,17.625,24.05%,-0.91254214705685,0.013280539680454,0.0029109752531059,0.062479869769306,+1.61%,11/05/24
103.0000,Put,18.6,24.77%,-0.9166401385072,0.012351139572512,0.0032098364714222,0.05985714454859,+2.34%,11/05/24
104.0000,Put,19.575,25.47%,-0.9204952477085,0.011509570869755,0.0035201742025373,0.057339789056322,+3.03%,11/05/24
105.0000,Put,20.55,26.13%,-0.92413932804638,0.010742966763205,0.0038419472018481,0.054913638280556,+3.69%,11/05/24
106.0000,Put,21.55,27.23%,-0.92408849708747,0.010316145986286,0.0036624993462469,0.054947800996937,+4.79%,11/05/24
107.0000,Put,22.525,27.85%,-0.92739721261527,0.0096735965572594,0.0039929627213511,0.052704606052879,+5.41%,11/05/24
108.0000,Put,23.525,28.93%,-0.92718697890682,0.0093383602242056,0.0038105006634141,0.052848328204508,+6.49%,11/05/24
110.0000,Put,25.5,30.58%,-0.92988657107581,0.0085244384706582,0.0039630618945558,0.050990207928237,+8.14%,11/05/24
112.0000,Put,27.5,32.67%,-0.92922266278047,0.0080499528334394,0.0035915796548613,0.051449727642078,+10.24%,11/05/24
114.0000,Put,29.5,34.73%,-0.92856197171871,0.0076399702515319,0.0032194706326177,0.051905356781144,+12.29%,11/05/24
116.0000,Put,31.5,36.75%,-0.92790661974569,0.0072820705540563,0.0028473870999569,0.052355678648012,+14.32%,11/05/24
118.0000,Put,33.5,38.74%,-0.92725470865888,0.0069670256708784,0.002475194743821,0.052802043972501,+16.31%,11/05/24
120.0000,Put,35.5,40.70%,-0.92660588103343,0.0066876062079158,0.0021029768910635,0.053244734660021,+18.26%,11/05/24
122.0000,Put,37.5,42.63%,-0.92595952020315,0.0064381387474454,0.0017307212417882,0.053684204375971,+20.19%,11/05/24
124.0000,Put,39.5,44.52%,-0.92531776474328,0.0062139649482346,0.0013589971746075,0.054119036656944,+22.08%,11/05/24
126.0000,Put,41.5,46.39%,-0.92467937074794,0.0060114807153779,0.00098763798956906,0.054550114269957,+23.95%,11/05/24
128.0000,Put,43.5,48.22%,-0.92404301519224,0.0058277493801313,0.0006164065878678,0.054978360891072,+25.79%,11/05/24
"Downloaded from Barchart.com as of 11-06-2024 03:34am CST"
