Strike,Type,Last,IV,Delta,Gamma,Theta,Vega,"IV Skew","Last Trade"
"6,080.00",Call,19.75,12.54%,0.39633498527398,0.0055931701894034,-4.9042802412877,2.1173156072686,-0.21%,"02:28 CT"
"6,085.00",Call,17.25,12.48%,0.3682015115185,0.0054940667571171,-4.82047130052,2.0710540270521,-0.26%,12/02/24
"6,090.00",Call,16.5,12.98%,0.34710999561255,0.0051765223894409,-4.9238990953706,2.028815021172,+0.24%,12/03/24
"6,095.00",Call,13.5,12.29%,0.31225738867633,0.0052395973587678,-4.5543454704512,1.9444241817947,-0.45%,12/02/24
"6,100.00",Call,12,12.54%,0.29067798756989,0.0049704936422199,-4.5309527738958,1.8827655869637,-0.20%,"02:16 CT"
"6,105.00",Call,10.25,12.05%,0.25810457873241,0.004877552025169,-4.1942945877783,1.7754502835854,-0.69%,"01:15 CT"
"6,110.00",Call,9,12.03%,0.23409968909218,0.0046369437944884,-4.029889075641,1.6848661860675,-0.71%,"17:49 CT"
"6,115.00",Call,7.6,12.00%,0.21110195840875,0.0043833830735909,-3.8494771923903,1.5883933168867,-0.74%,"02:19 CT"
"6,120.00",Call,6.7,11.89%,0.18783276626939,0.0041233878909785,-3.6275922466435,1.480532307811,-0.85%,"18:15 CT"
"6,125.00",Call,5.25,11.47%,0.1592464912913,0.0038490069798525,-3.2642956118104,1.3327864614933,-1.28%,"01:48 CT"
"6,130.00",Call,4.95,11.82%,0.14827696632379,0.0035625729124726,-3.2301330568592,1.2712823326771,-0.93%,"21:19 CT"
"6,135.00",Call,3.65,11.28%,0.12018701277424,0.0032312661706045,-2.8142530241127,1.1003769178955,-1.47%,12/02/24
"6,140.00",Call,3.15,11.33%,0.10603719870221,0.0029412555714541,-2.6554072045976,1.0062740980061,-1.41%,"01:12 CT"
"6,145.00",Call,2.8,11.20%,0.089761469805588,0.0026323935196158,-2.4272979933673,0.89054822424104,-1.54%,"02:05 CT"
"6,150.00",Call,2.3,11.40%,0.081121855000758,0.0023980747860527,-2.337629749157,0.82553509293328,-1.34%,"00:01 CT"
"6,155.00",Call,1.85,11.08%,0.064328374304408,0.0020660167040591,-2.0517784002467,0.6911213380053,-1.67%,"02:09 CT"
"6,160.00",Call,1.35,10.98%,0.053204433321724,0.0017956994496933,-1.8687238392498,0.59541564639881,-1.76%,"01:31 CT"
"6,165.00",Call,1.05,10.86%,0.043219985819877,0.001536956738695,-1.6937432283766,0.50417312442501,-1.88%,"00:44 CT"
"6,170.00",Call,0.95,11.07%,0.038971849540255,0.0013866188356072,-1.6371904112394,0.46359729605546,-1.67%,"23:05 CT"
"6,175.00",Call,0.5,10.29%,0.023642987114898,0.00098600381014773,-1.3057748538718,0.30645432638501,-2.45%,12/02/24
"6,180.00",Call,0.4,10.31%,0.019367000315471,0.00083158922672776,-1.2239538924855,0.25889339005121,-2.43%,12/02/24
"6,185.00",Call,0.3,10.24%,0.015071239671155,0.0006757236233469,-1.1341050545073,0.20894979457806,-2.50%,12/02/24
"6,190.00",Call,0.25,10.33%,0.012697009383679,0.00057774083254314,-1.0868790443525,0.18023522780598,-2.41%,12/02/24
"6,195.00",Call,0.2,10.37%,0.010352038162274,0.00048213913601089,-1.0361428097117,0.15094354063254,-2.38%,12/02/24
"6,200.00",Call,0.15,10.33%,0.0080071220031624,0.00038654490918622,-0.98122068215941,0.12054438238559,-2.42%,12/02/24
"6,205.00",Call,0.1,10.16%,0.0056185154230121,0.00028721950539342,-0.92091970048383,0.088142168411492,-2.58%,12/02/24
"6,210.00",Call,0.1,10.47%,0.0054666174651137,0.00027202007400877,-0.92218510604487,0.086022022008049,-2.27%,12/02/24
"6,215.00",Call,0.1,10.78%,0.0053240719422175,0.00025809767356774,-0.92344741983185,0.084025049442191,-1.96%,12/02/24
"6,220.00",Call,0.1,11.09%,0.0051893722709836,0.00024528538043602,-0.9246861987644,0.082131283331392,-1.66%,12/02/24
"6,225.00",Call,0.05,10.61%,0.0028608694819144,0.00015038735987817,-0.85514507404775,0.048168520108246,-2.14%,12/02/24
"6,230.00",Call,0.05,10.89%,0.002791332888549,0.00014319943045836,-0.85602370884177,0.047111086495273,-1.85%,12/02/24
"6,235.00",Call,0.05,11.18%,0.0027261079510171,0.00013657482616644,-0.85691980859104,0.04611640363756,-1.56%,12/02/24
"6,240.00",Call,0.05,11.47%,0.0026629464795377,0.00013038252646641,-0.85776711400144,0.045150534153553,-1.28%,12/02/24
"6,245.00",Call,0.05,11.75%,0.0026034552467411,0.00012464902312949,-0.85862887511779,0.044238350937229,-0.99%,12/02/24
"6,250.00",Call,0.05,12.04%,0.0025467343088575,0.00011930682940105,-0.85948232885054,0.043366395657954,-0.71%,12/02/24
"6,255.00",Call,0.05,12.32%,0.0024930875297661,0.0001143382168811,-0.86034660231733,0.042539637753738,-0.42%,12/02/24
"6,260.00",Call,0.05,12.60%,0.0024412109547559,0.00010967035273919,-0.86118010968225,0.041738218057276,-0.14%,12/02/24
"6,265.00",Call,0.05,12.88%,0.0023919770466732,0.00010531235518731,-0.86202213517821,0.040975823532632,+0.14%,12/02/24
"6,270.00",Call,0.05,13.17%,0.0023451657142297,0.00010123575758458,-0.86287113454092,0.040249286725683,+0.42%,12/02/24
"6,275.00",Call,0.05,13.45%,0.00230058046145,9.7415369524807E-5,-0.86372572143257,0.039555771625366,+0.70%,12/02/24
"6,280.00",Call,0.05,13.73%,0.0022571524107353,9.3799363406909E-5,-0.86454713157156,0.038878797796226,+0.98%,12/02/24
"6,285.00",Call,0.05,14.00%,0.0022156772942012,9.0400286714621E-5,-0.86537276959346,0.038230899888721,+1.26%,12/02/24
"6,290.00",Call,0.05,14.28%,0.0021760077878488,8.7200040717618E-5,-0.86620156348121,0.037609937097402,+1.54%,12/02/24
"6,295.00",Call,0.05,14.56%,0.0021380109680703,8.4182426003716E-5,-0.86703254367737,0.037013973094298,+1.82%,12/02/24
"6,300.00",Call,0.05,14.84%,0.0021007861206525,8.1308831540386E-5,-0.86782925473017,0.03642897505998,+2.09%,12/02/24
"6,305.00",Call,0.05,15.11%,0.0020658096478872,7.8615450428927E-5,-0.86866249471458,0.035878264480807,+2.37%,12/02/24
"6,310.00",Call,0.05,15.39%,0.0020314436335432,7.6043321294879E-5,-0.8694608049633,0.035336162929385,+2.64%,12/02/24
"5,815.00",Put,0.4,19.96%,-0.010629470415534,0.00025624348185319,-0.48291519577125,0.15446259157734,+7.22%,12/02/24
"5,820.00",Put,0.45,19.91%,-0.011848512934032,0.00028237977373363,-0.52949796404887,0.16975136051912,+7.16%,12/02/24
"5,825.00",Put,0.45,19.54%,-0.012048835672772,0.00029188323496497,-0.52681192260099,0.17223777656225,+6.80%,12/02/24
"5,830.00",Put,0.45,19.17%,-0.012256952104436,0.00030190972335566,-0.52408274835747,0.17481347704573,+6.43%,12/02/24
"5,835.00",Put,0.5,19.08%,-0.013533755639252,0.00033056427300139,-0.56829954720063,0.19045566646078,+6.34%,12/02/24
"5,840.00",Put,0.5,18.71%,-0.013775721408767,0.00034232634856312,-0.56515560265222,0.19339019277718,+5.96%,12/02/24
"5,845.00",Put,0.55,18.58%,-0.015094599243896,0.00037286562978336,-0.60740805444924,0.20922806814896,+5.84%,12/02/24
"5,850.00",Put,0.55,18.20%,-0.015375337078817,0.00038665113242558,-0.60384795700168,0.2125662580133,+5.46%,12/02/24
"5,855.00",Put,0.6,18.05%,-0.016743884456355,0.00041947771058534,-0.64417903816017,0.22868211188346,+5.31%,12/02/24
"5,860.00",Put,0.65,17.88%,-0.01813733661717,0.00045343360067376,-0.68302741649002,0.24483697854087,+5.14%,"18:51 CT"
"5,865.00",Put,0.65,17.49%,-0.018495255602028,0.00047121048323953,-0.67860377566087,0.2489471675283,+4.75%,12/02/24
"5,870.00",Put,0.7,17.30%,-0.019952619853151,0.00050821936427451,-0.71559453245106,0.26552505294518,+4.56%,12/02/24
"5,875.00",Put,0.8,17.26%,-0.022503298043203,0.0005638316682294,-0.79112093783944,0.293966374128,+4.52%,"22:31 CT"
"5,880.00",Put,0.8,16.87%,-0.022974887659307,0.00058730078963428,-0.78538852794536,0.29914960510755,+4.12%,12/02/24
"5,885.00",Put,0.95,16.93%,-0.026644956122136,0.00066237783263663,-0.89408460124306,0.3387478700971,+4.19%,"23:05 CT"
"5,890.00",Put,0.95,16.53%,-0.027226309647113,0.00069107073630422,-0.88705849575548,0.34490640637564,+3.78%,12/02/24
"5,895.00",Put,1.05,16.39%,-0.029943969721863,0.00075405607429305,-0.95249302873015,0.37331143890707,+3.65%,"18:52 CT"
"5,900.00",Put,1.1,16.11%,-0.031678592531923,0.00080405467574401,-0.97975320507205,0.39112626351354,+3.36%,"23:56 CT"
"5,905.00",Put,1.1,15.69%,-0.03242242201627,0.00084150435166662,-0.97108009695216,0.39869369304107,+2.95%,"22:32 CT"
"5,910.00",Put,1.35,15.85%,-0.038431355683184,0.00095779566317407,-1.1298296528458,0.45835257063907,+3.10%,"18:48 CT"
"5,915.00",Put,1.5,15.72%,-0.0424006558701,0.0010454209066601,-1.2145091241939,0.49643426809095,+2.98%,12/02/24
"5,920.00",Put,1.65,15.57%,-0.046439584116482,0.0011359859347244,-1.2942009565451,0.53419951366814,+2.83%,12/02/24
"5,925.00",Put,1.8,15.39%,-0.050566213377618,0.0012302316473673,-1.3691253143408,0.57183190764569,+2.65%,"01:50 CT"
"5,930.00",Put,1.85,15.02%,-0.052875720220675,0.0013061684294369,-1.3825105161251,0.59249673632273,+2.28%,"23:38 CT"
"5,935.00",Put,2.05,15.19%,-0.061932203187806,0.001462945917629,-1.5861942776135,0.67098981598354,+2.44%,"02:04 CT"
"5,940.00",Put,2.25,14.71%,-0.063642993959177,0.0015426204242592,-1.5663570924797,0.68538903002921,+1.97%,"23:26 CT"
"5,945.00",Put,2.9,15.10%,-0.077175371899553,0.0017428738607007,-1.871115262349,0.79494165195152,+2.36%,"17:03 CT"
"5,950.00",Put,3.05,14.79%,-0.081981959760489,0.0018635129912115,-1.9156055473895,0.83212633511803,+2.04%,"01:07 CT"
"5,955.00",Put,3.5,14.79%,-0.091969974498439,0.0020298844028946,-2.0899817431058,0.90675343235673,+2.05%,12/02/24
"5,960.00",Put,3.6,14.69%,-0.10121026015742,0.002192648290717,-2.2275744290494,0.97282533018535,+1.95%,"02:14 CT"
"5,965.00",Put,3.95,14.36%,-0.10753659018162,0.0023446751429998,-2.2718623049061,1.0165208501728,+1.61%,"02:21 CT"
"5,970.00",Put,4.7,14.00%,-0.11417204050789,0.0025090771422323,-2.3101603230869,1.0610742580664,+1.26%,"01:55 CT"
"5,975.00",Put,5.2,14.25%,-0.13149119046954,0.002722801336838,-2.6009189656567,1.1715793551894,+1.51%,"19:19 CT"
"5,980.00",Put,5.4,13.84%,-0.13885291342135,0.0029101766474331,-2.617840061286,1.2161648109922,+1.10%,"22:44 CT"
"5,985.00",Put,6.7,14.26%,-0.16123612784254,0.0031209627591875,-2.9883014548734,1.3436461516424,+1.51%,12/02/24
"5,990.00",Put,6.4,13.42%,-0.16316588640019,0.0033409421399914,-2.8235502190609,1.3540940161151,+0.68%,"23:54 CT"
"5,995.00",Put,7.65,13.68%,-0.18512684821666,0.0035519984816036,-3.124525545392,1.4672877734322,+0.94%,"18:02 CT"
"6,000.00",Put,8.35,13.36%,-0.19341818467537,0.0037358003572017,-3.1308843651981,1.5077110087988,+0.71%,"01:28 CT"
"6,005.00",Put,9.3,14.00%,-0.2282703228708,0.003930047597771,-3.6285537263571,1.6613311487718,+1.26%,"02:33 CT"
"6,010.00",Put,9.65,12.94%,-0.23160232646364,0.0042866663656461,-3.362762420101,1.6748585956074,+0.20%,"22:15 CT"
"6,015.00",Put,12.5,13.84%,-0.26759266501356,0.0043255869888485,-3.9044882168547,1.8085235148868,+1.10%,12/02/24
"6,020.00",Put,12.5,13.22%,-0.28114138503193,0.0046414005444616,-3.8082883338694,1.8531514022335,+0.48%,"02:17 CT"
"6,025.00",Put,13.5,12.71%,-0.29792394961857,0.0049627097104682,-3.7496913384067,1.9042900712964,-0.04%,"02:17 CT"
"6,030.00",Put,15.5,13.05%,-0.32755091521488,0.0050342031374023,-4.0171504404652,1.9837288371769,+0.31%,"01:40 CT"
"6,035.00",Put,16.5,12.69%,-0.34944054396549,0.0053056114527622,-3.9963177932098,2.0338051335028,-0.05%,"21:17 CT"
"6,040.00",Put,18.75,12.89%,-0.37819476756679,0.0053652215893851,-4.1694857295756,2.0887942837342,+0.15%,"17:40 CT"
"6,045.00",Put,21.5,13.25%,-0.40777833000773,0.0053293636471518,-4.380272793462,2.1328893619647,+0.51%,12/02/24
"6,050.00",Put,21,12.73%,-0.43222185546519,0.005618584907409,-4.2426056627068,2.1599601313548,-0.01%,"02:30 CT"
"6,055.00",Put,23.25,12.50%,-0.45986314554064,0.0057770403725439,-4.1915846442814,2.1805087822518,-0.24%,"02:43 CT"
"6,060.00",Put,25.75,12.43%,-0.48881339855361,0.0058347664921072,-4.1776838242866,2.1906817984638,-0.31%,"02:39 CT"
"6,065.00",Put,27.5,12.07%,-0.51866046565038,0.0060046258245177,-4.0316447983096,2.1890688280645,-0.67%,"02:31 CT"
"6,070.00",Put,30,11.87%,-0.54947195139499,0.0060663049915228,-3.9173157740231,2.1745054648217,-0.87%,"02:37 CT"
"6,075.00",Put,32.75,12.06%,-0.57827474658068,0.0059010827748999,-3.9229722452658,2.1489652246608,-0.68%,"02:37 CT"
"6,080.00",Put,35.25,11.95%,-0.60847724847125,0.005847299906426,-3.7924750469327,2.1096527167258,-0.80%,"02:11 CT"
"6,085.00",Put,40.5,12.37%,-0.63266503152364,0.0055397337239069,-3.8448782909806,2.0687621220704,-0.38%,12/02/24
"6,090.00",Put,43.5,12.24%,-0.661472334787,0.0054346143984645,-3.6667925665511,2.0088981446892,-0.50%,12/02/24
"6,095.00",Put,46.75,12.17%,-0.68915320189691,0.0052792292051227,-3.4885232748745,1.9396195032151,-0.58%,12/02/24
"6,100.00",Put,50,12.02%,-0.71734721718587,0.0051169521580116,-3.2600752924681,1.8567805624692,-0.73%,12/02/24
"6,105.00",Put,52.5,10.91%,-0.76332685732306,0.0051399994127727,-2.597134092153,1.6936120705708,-1.83%,"02:14 CT"
"6,110.00",Put,57,11.74%,-0.7710302395143,0.0046881372608272,-2.7662272872493,1.6626868082619,-1.00%,12/02/24
"6,115.00",Put,60.75,11.63%,-0.79591185077354,0.0044283603368428,-2.5109347799663,1.5553257377861,-1.11%,12/02/24
"6,120.00",Put,64.5,11.42%,-0.82148319580952,0.0041520701829094,-2.2060319074414,1.4324351727341,-1.32%,12/02/24
"6,125.00",Put,66.25,9.40%,-0.88829031593725,0.0036732590345392,-1.057291045308,1.0422280752101,-3.35%,"21:17 CT"
"6,130.00",Put,72.5,11.06%,-0.86737730901071,0.0035213396807057,-1.6108791056357,1.176269029232,-1.68%,12/02/24
"6,135.00",Put,76.75,10.93%,-0.88679480655902,0.003187781727974,-1.341292311339,1.0522156227272,-1.81%,12/02/24
"6,140.00",Put,81.25,10.95%,-0.90135028259934,0.0028794629578003,-1.1474097794265,0.95218255298971,-1.79%,12/02/24
"6,145.00",Put,85.5,10.59%,-0.92192436304882,0.0024991463234487,-0.79715342566289,0.79910385859585,-2.15%,12/02/24
"6,150.00",Put,90,10.38%,-0.9373896721535,0.0021495681716238,-0.53263123490481,0.67361192506942,-2.37%,12/02/24
"6,155.00",Put,94.75,10.43%,-0.94637279686681,0.0018916226686396,-0.39104111423612,0.59590375925802,-2.31%,12/02/24
"6,160.00",Put,99.5,10.41%,-0.95532108330747,0.0016356445456858,-0.23440419723072,0.51441746246386,-2.33%,12/02/24
"6,165.00",Put,104,9.65%,-0.97292715567593,0.0011649371450647,0.14221938541771,0.33938642865856,-3.10%,12/02/24
"6,170.00",Put,109,10.04%,-0.97376376891453,0.001090290943313,0.13735609802709,0.3304753287693,-2.71%,12/02/24
"6,175.00",Put,113.75,9.49%,-0.98390642340656,0.00075592934588734,0.36811662389049,0.21671826368034,-3.25%,12/02/24
"6,180.00",Put,118.5,7.86%,-0.99631220021008,0.00023211228227231,0.67162984093228,0.055078142404699,-4.89%,12/02/24
"6,185.00",Put,123.5,8.19%,-0.9963106390287,0.00022289902555202,0.66923538088385,0.055101428233111,-4.56%,12/02/24
"6,190.00",Put,128.5,8.51%,-0.99630823317598,0.00021444515600399,0.66681419651793,0.055137310156538,-4.23%,12/02/24
"6,195.00",Put,133.25,0.00%,-0.95012776483594,0.001283110908715,-0.70334326878335,0.56223803109853,-12.74%,12/02/24
"6,200.00",Put,138.25,0.00%,-0.95609195515499,0.0011574778016753,-0.56090824648168,0.50718767632171,-12.74%,12/02/24
"6,205.00",Put,143.25,0.00%,-0.96145814016849,0.0010403169170532,-0.42788513254714,0.45584970963131,-12.74%,12/02/24
"6,210.00",Put,148.25,0.00%,-0.96626860328476,0.00093159479032212,-0.30425334756908,0.40820946742392,-12.74%,12/02/24
"6,215.00",Put,153.25,0.00%,-0.9705651457336,0.00083119077474434,-0.18989492053745,0.36421408428952,-12.74%,12/02/24
"6,220.00",Put,158.25,0.00%,-0.97438869033135,0.00073890824294556,-0.08460650530069,0.32377740135672,-12.74%,12/02/24
"6,225.00",Put,163.25,0.00%,-0.97777894174829,0.00065448589546595,0.011888398230392,0.28678492151319,-12.74%,12/02/24
"6,230.00",Put,168.25,0.00%,-0.98077410290283,0.00057760892282248,0.099927301124187,0.25309870043728,-12.74%,12/02/24
"6,235.00",Put,173.25,0.00%,-0.98341064595582,0.00050791980082105,0.17989690932649,0.22256207692567,-12.74%,12/02/24
"6,240.00",Put,178.25,0.00%,-0.98572313540145,0.00044502853433334,0.25222184565068,0.19500416154736,-12.74%,12/02/24
"6,245.00",Put,183.25,0.00%,-0.98774409995569,0.00038852220109893,0.31735408227271,0.17024401858036,-12.74%,12/02/24
"6,250.00",Put,188.25,0.00%,-0.98950394932791,0.00033797368306899,0.37576321727862,0.14809449194235,-12.74%,12/02/24
"6,255.00",Put,193.25,0.00%,-0.99103093152192,0.00029294950728781,0.42792769113674,0.1283656409357,-12.74%,12/02/24
"6,260.00",Put,198.25,0.00%,-0.99235112603675,0.00025301675042277,0.47432700351179,0.11086776569854,-12.74%,12/02/24
"6,265.00",Put,203.25,0.00%,-0.99348846821249,0.00021774899011053,0.51543495841993,0.095414014986474,-12.74%,12/02/24
"6,270.00",Put,208.25,0.00%,-0.99446479997419,0.00018673131180027,0.55171393694449,0.081822580088713,-12.74%,12/02/24
"6,275.00",Put,213.25,0.00%,-0.99529994234857,0.00015956440144506,0.58361017198335,0.069918488177872,-12.74%,12/02/24
"6,280.00",Put,218.25,0.00%,-0.99601178534477,0.00013586777209843,0.61154997897778,0.059535016151388,-12.74%,12/02/24
"6,285.00",Put,223.25,0.00%,-0.99661639108128,0.00011528218624773,0.63593688030196,0.050514752058004,-12.74%,12/02/24
"6,290.00",Put,228,0.00%,-0.99712810638767,9.7471345720682E-5,0.65714954884708,0.042710335586972,-12.74%,12/02/24
"6,295.00",Put,233,0.00%,-0.99755968149372,8.2122927505389E-5,0.67554048806382,0.03598491194726,-12.74%,12/02/24
"6,300.00",Put,238,0.00%,-0.99792239182375,6.8949047170668E-5,0.69143536099068,0.030212334930719,-12.74%,12/02/24
"6,305.00",Put,243,0.00%,-0.99822616032595,5.7686232162794E-5,0.70513287918313,0.025277155211145,-12.74%,12/02/24
"6,310.00",Put,248,0.00%,-0.99847967817277,4.8094985513286E-5,0.71690516351955,0.021074429168234,-12.74%,12/02/24
"Downloaded from Barchart.com as of 12-03-2024 02:53am CST"
